Diện tích sử dụng,Diện tích đất,Mã BĐS,Ngày đăng,Nhà tắm,Pháp lý,Phòng ngủ,address,loai_hinh,mo_gioi_link,mo_gioi_phone,mo_gioi_ten,price,title,url
75 m2,,22682735,05/05/2025,1,Sổ đỏ,2,"Ngõ Thịnh Hào 1, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Mua bán nhà đất,https://mogi.vn,0946760383,Gửi tin nhắn,4 tỷ,"Bán Căn hộ tập thể, cư xá Ngõ Thịnh Hào 1",https://mogi.vn/quan-dong-da/mua-can-ho-tap-the-cu-xa/gia-cho-nha-dau-tu-can-ho-tap-the-tang-4-thinh-hao-dong-da-can-75m2-me-id22682735
48 m2,"48 m2(5x11,5)",22679998,04/05/2025,,Sổ đỏ,,"Đa Tốn, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",Mua bán nhà đất,https://mogi.vn,0919406363,Gửi tin nhắn,2 tỷ 850 triệu,Bán Đất thổ cư Đa Tốn,https://mogi.vn/huyen-gia-lam/mua-dat-tho-cu/dat-mat-ngo-tt-gia-lam-chi-2-85-ty-48m2-hiem-co-dau-tu-id22679998
30 m2,"30 m2(4,5x6,5)",22682551,04/05/2025,3,Sổ đỏ,3,"An Lạc, Thị Trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Mua bán nhà đất,https://mogi.vn,0971368945,Gửi tin nhắn,4 tỷ 450 triệu,"Bán Nhà hẻm, ngõ An Lạc",https://mogi.vn/huyen-gia-lam/mua-nha-hem-ngo/ban-nha-trau-quy-gia-lam-30-m2-nha-moi-dep-oto-do-20m-id22682551
40 m2,"40 m2(4,5x9)",22682545,04/05/2025,5,Sổ đỏ,6,"Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0889910666,Gửi tin nhắn,11 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Quan Nhân",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/quan-nhan-phan-lo-oto-tranh-kinh-doanh-view-ho-dieu-hoa-40m-5-id22682545
36 m2,"36 m2(3,8x10)",22682617,04/05/2025,6,Sổ đỏ,5,"Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0889910666,Gửi tin nhắn,14 tỷ 600 triệu,"Bán Nhà hẻm, ngõ Lê Trọng Tấn",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/sieu-pham-moi-le-trong-tan-thanh-xuan-can-goc-3-id22682617
82 m2,82 m2(5x18),22682552,04/05/2025,5,Sổ đỏ,9,"An Đào D, Thị Trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Mua bán nhà đất,https://mogi.vn,0919406363,Gửi tin nhắn,17 tỷ 900 triệu,"Bán Nhà mặt tiền, phố An Đào D",https://mogi.vn/huyen-gia-lam/mua-nha-mat-tien-pho/tuyet-dinh-nha-mat-pho-o-to-tranh-canh-vinhome-82m-17-9-ty-id22682552
30 m2,56 m2(5x8),22682555,04/05/2025,5,Sổ đỏ,6,"An Đào D, Thị Trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Mua bán nhà đất,https://mogi.vn,0919406363,Gửi tin nhắn,4 tỷ 750 triệu,"Bán Nhà hẻm, ngõ An Đào D",https://mogi.vn/huyen-gia-lam/mua-nha-hem-ngo/nha-dep-moi-kinh-koong-10m-o-to-san-o-cuc-suong-56m-4-75-ty-id22682555
80 m2,,22682536,04/05/2025,2,Sổ đỏ,3,"Hoàng Ngọc Phách, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Mua bán nhà đất,https://mogi.vn,0946760383,Gửi tin nhắn,4 tỷ 450 triệu,"Bán Căn hộ tập thể, cư xá Hoàng Ngọc Phách",https://mogi.vn/quan-dong-da/mua-can-ho-tap-the-cu-xa/chinh-chu-can-ban-tap-the-nam-thanh-cong-pho-hoang-ngoc-phach-id22682536
60 m2,,22682530,04/05/2025,1,Sổ đỏ,2,"Nguyễn Trãi, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0946760383,Gửi tin nhắn,2 tỷ 650 triệu,"Bán Căn hộ tập thể, cư xá Nguyễn Trãi",https://mogi.vn/quan-thanh-xuan/mua-can-ho-tap-the-cu-xa/chinh-chu-ban-can-ho-tap-the-tang-5-thanh-xuan-nam-can-60-m2-id22682530
60 m2,,22682534,04/05/2025,1,Sổ đỏ,2,"Trần Quý Cáp, Phường Quang Trung, Quận Đống Đa, Hà Nội",Mua bán nhà đất,https://mogi.vn,0946760383,Gửi tin nhắn,2 tỷ 500 triệu,"Bán Căn hộ tập thể, cư xá Trần Quý Cáp",https://mogi.vn/quan-dong-da/mua-can-ho-tap-the-cu-xa/tang-5-tran-quy-cap-gan-truong-hoc-van-chuong-dong-da-can-60m2-id22682534
40 m2,40 m2(5x8),22682354,03/05/2025,,Sổ đỏ,,"Bắc Hồng, Xã Bắc Hồng, Huyện Đông Anh, Hà Nội",Mua bán nhà đất,https://mogi.vn,0328847517,Gửi tin nhắn,3 tỷ 200 triệu,Bán Đất thổ cư Bắc Hồng,https://mogi.vn/huyen-dong-anh/mua-dat-tho-cu/40m2-bac-hong-mat-tien-quyen-luc-o-to-vao-dat-cach-xe-tai-tranh-id22682354
50 m2,,22682455,03/05/2025,1,Sổ đỏ,2,"Cát Linh, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội",Mua bán nhà đất,https://mogi.vn,0965374635,Gửi tin nhắn,2 tỷ 100 triệu,"Bán Căn hộ tập thể, cư xá Cát Linh",https://mogi.vn/quan-dong-da/mua-can-ho-tap-the-cu-xa/ban-can-ho-tap-the-pho-ton-duc-thang-dong-da-kinh-doanh-dinh-nhinh-2y-id22682455
55 m2,,22682457,03/05/2025,1,Sổ đỏ,2,"Lê Gia Định, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",Mua bán nhà đất,https://mogi.vn,0965374635,Gửi tin nhắn,2 tỷ 450 triệu,"Bán Căn hộ tập thể, cư xá Lê Gia Định",https://mogi.vn/quan-hai-ba-trung/mua-can-ho-tap-the-cu-xa/chinh-chu-ban-can-tap-the-quan-hai-ba-trung-le-gia-dinh-nhi-2-ty-id22682457
60 m2,,22682450,03/05/2025,1,Sổ đỏ,2,"Ngõ Trung Tiền, Phường Văn Chương, Quận Đống Đa, Hà Nội",Mua bán nhà đất,https://mogi.vn,0965374635,Gửi tin nhắn,2 tỷ 450 triệu,"Bán Căn hộ tập thể, cư xá Ngõ Trung Tiền",https://mogi.vn/quan-dong-da/mua-can-ho-tap-the-cu-xa/chinh-chu-can-ban-gap-can-tap-the-quan-dong-da-dt-55-m2-gai-2x-ty-id22682450
60 m2,,22682451,03/05/2025,1,Sổ đỏ,2,"Cát Linh, Phường Cát Linh, Quận Đống Đa, Hà Nội",Mua bán nhà đất,https://mogi.vn,0965374635,Gửi tin nhắn,2 tỷ 150 triệu,"Bán Căn hộ tập thể, cư xá Cát Linh",https://mogi.vn/quan-dong-da/mua-can-ho-tap-the-cu-xa/chinh-chu-can-ban-gap-can-ho-tap-the-cat-linh-dong-da-tang-1-kinh-doa-id22682451
46 m2,,22682472,03/05/2025,1,Sổ đỏ,2,"Phố Nghĩa Đô, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Mua bán nhà đất,https://mogi.vn,0965374635,Gửi tin nhắn,4 tỷ 100 triệu,Bán Chung cư Phố Nghĩa Đô,https://mogi.vn/quan-cau-giay/mua-can-ho-chung-cu/ban-can-ho-chung-cu-toa-ct2c-nghia-do-btl-gia-nhinh-4-ty-id22682472
47 m2,47 m2(412x11),22682198,02/05/2025,,Sổ đỏ,,"Lê Hữu Tựu, Xã Nguyên Khê, Huyện Đông Anh, Hà Nội",Mua bán nhà đất,https://mogi.vn,0328847517,Gửi tin nhắn,4 tỷ 400 triệu,Bán Đất thổ cư Lê Hữu Tựu,https://mogi.vn/huyen-dong-anh/mua-dat-tho-cu/hiem-nguyen-khe-dong-anh-duong-o-to-vao-dat-50m-len-cao-toc-id22682198
70 m2,"70 m2(4,5x15)",22682243,02/05/2025,8,Sổ đỏ,8,"Đại Linh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Mua bán nhà đất,https://mogi.vn,0877246555,Gửi tin nhắn,11 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Đại Linh",https://mogi.vn/quan-nam-tu-liem/mua-nha-hem-ngo/ban-nha-trung-van-70m2-8-phong-rong-cho-thue-11-5-ti-qua-re-id22682243
36 m2,36 m2(4x10),22682289,02/05/2025,5,Sổ đỏ,8,"Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0977118801,Gửi tin nhắn,7 tỷ 200 triệu,"Bán Nhà hẻm, ngõ Kim Giang",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/ban-nha-kim-giang-thanh-xuan-7-2-ty-36m-5-tang-full-noi-that-2-thoang-id22682289
38 m2,"38 m2(3,5x12)",22682310,02/05/2025,4,Sổ đỏ,3,"Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0977118801,Gửi tin nhắn,8 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Kim Giang",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/ban-nha-kim-giang-thanh-xuan-8-5-ty-38m-dap-hop-moi-dep-1-can-doc-lap-id22682310
32 m2,32 m2(4x9),22682139,01/05/2025,2,Sổ đỏ,5,"Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0977118801,Gửi tin nhắn,6 tỷ 800 triệu,"Bán Nhà hẻm, ngõ Kim Giang",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/ban-nha-rieng-tai-duong-kim-giang-thanh-xuan-6-8-ty-32m-4-tang-2-id22682139
,"70 m2(5,5x12)",22681991,30/04/2025,6,Sổ đỏ,5,"Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Mua bán nhà đất,https://mogi.vn,0942654800,Gửi tin nhắn,10 tỷ 300 triệu,"Bán Nhà mặt tiền, phố Tố Hữu",https://mogi.vn/quan-nam-tu-liem/mua-nha-mat-tien-pho/pho-to-huu-70m-5-tang-mat-tien-5-5m-mat-pho-10-ty-3-id22681991
86 m2,"86 m2(5,5x126)",22681996,30/04/2025,,Sổ đỏ,,"Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Mua bán nhà đất,https://mogi.vn,0795137686,Gửi tin nhắn,5 tỷ 300 triệu,Bán Đất thổ cư Hoàng Quốc Việt,https://mogi.vn/quan-cau-giay/mua-dat-tho-cu/chinh-chu-gui-ban-dat-hoang-quoc-viet-85m-mt-5-5m-gia-tot-5-3-ty-id22681996
55 m2,"55 m2(4,68x11,7)",22681943,29/04/2025,,Sổ đỏ,,"Bờ Sông, Xã Kim Thư, Huyện Thanh Oai, Hà Nội",Mua bán nhà đất,https://mogi.vn,0974652795,Gửi tin nhắn,2 tỷ 534 triệu,Bán Đất thổ cư Bờ Sông,https://mogi.vn/huyen-thanh-oai/mua-dat-tho-cu/can-tien-ban-gap-manh-dat-tai-don-thu-kim-thu-thanh-oai-55-1m2-2-ty35-id22681943
25 m2,25 m2,22681870,29/04/2025,4,Sổ đỏ,4,"La Thành, Phường Cống Vị, Quận Ba Đình, Hà Nội",Mua bán nhà đất,https://mogi.vn,0979064823,Gửi tin nhắn,7 tỷ,"Bán Nhà hẻm, ngõ La Thành",https://mogi.vn/quan-ba-dinh/mua-nha-hem-ngo/mat-ngo-vip-de-la-thanh-25m2-6t-3-6m2-gia-chao-7-ty-ba-dinh-id22681870
35 m2,"35 m2(3,2x11)",22681829,29/04/2025,2,Sổ đỏ,2,"Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",Mua bán nhà đất,https://mogi.vn,0795137686,Gửi tin nhắn,2 tỷ 900 triệu,"Bán Nhà hẻm, ngõ Cổ Nhuế",https://mogi.vn/quan-bac-tu-liem/mua-nha-hem-ngo/can-ban-nha-co-nhue-2-9-ty-35m-gan-cho-hoc-truong-o-ngay-id22681829
100 m2,"70 m2(3,5x30)",22681928,29/04/2025,2,Sổ đỏ,6,"Dương Văn Bé, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Mua bán nhà đất,https://mogi.vn,0944674068,Gửi tin nhắn,14 tỷ,"Bán Nhà mặt tiền, phố Dương Văn Bé",https://mogi.vn/quan-hai-ba-trung/mua-nha-mat-tien-pho/chinh-chu-ban-nha-3-tang-dep-chan-co-70m-2-vo-view-ho-sinh-thai-o-id22681928
,"211 m2(7,55x27,56)",22678280,28/04/2025,5,Sổ đỏ,4,"Nam Đồng, Phường Trung Tự, Quận Đống Đa, Hà Nội",Mua bán nhà đất,https://mogi.vn,0917831531,Gửi tin nhắn,70 tỷ,"Bán Biệt thự, liền kề Nam Đồng",https://mogi.vn/quan-dong-da/mua-nha-biet-thu-lien-ke/biet-thu-dep-vi-tri-dac-dia-khu-p-lo-vip-trung-tu-ho-xa-dan-via-he-oto-id22678280
,"45,1 m2(3,37x13)",22678683,28/04/2025,4,Sổ đỏ,6,"Nguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Mua bán nhà đất,https://mogi.vn,0917831531,Gửi tin nhắn,13 tỷ,"Bán Nhà hẻm, ngõ Nguyễn An Ninh",https://mogi.vn/quan-hoang-mai/mua-nha-hem-ngo/nha-5t-thang-may-vi-tri-dep-p-lo-nguyen-an-ninh-ngo-rong-ba-gac-id22678683
,"50,6 m2(3,76x13,4)",22680990,28/04/2025,6,Sổ đỏ,8,"Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0917831531,Gửi tin nhắn,18 tỷ 200 triệu,"Bán Nhà hẻm, ngõ Hoàng Văn Thái",https://mogi.vn/quan-thanh-xuan/mua-nha-hem-ngo/nha-7t-thang-may-vi-tri-dep-khu-p-lo-hoang-van-thai-vuong-thua-vu-oto-id22680990
,"44,5 m2(6,72x6,5)",22677998,28/04/2025,2,Sổ đỏ,2,"Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Mua bán nhà đất,https://mogi.vn,0917831531,Gửi tin nhắn,9 tỷ 800 triệu,"Bán Nhà hẻm, ngõ Lê Thanh Nghị",https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/p-lo-dat-hoc-bach-khoa-le-thanh-nghi-cach-mp-60m-ngo-thong-ba-gac-id22677998
233 m2,"233 m2(6,7x34)",22677986,28/04/2025,2,Sổ đỏ,2,"Đại Đồng, Xã Đại Mạch, Huyện Đông Anh, Hà Nội",Mua bán nhà đất,https://mogi.vn,0917831531,Gửi tin nhắn,9 tỷ 680 triệu,"Bán Nhà hẻm, ngõ Đại Đồng",https://mogi.vn/huyen-dong-anh/mua-nha-hem-ngo/vi-tri-dac-dia-thon-dai-dong-ngo-nhua-4m-mat-sau-mo-duong-rong-30m-id22677986
70 m2,"67 m2(5,37x12)",22679839,28/04/2025,4,Sổ đỏ,6,"Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Mua bán nhà đất,https://mogi.vn,0917831531,Gửi tin nhắn,26 tỷ,"Bán Nhà hẻm, ngõ Hoàng Cầu",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/nha-5t-p-lo-vip-hoang-cau-ngo-5m-kinh-doanh-tot-nha-sat-mat-pho-id22679839
48 m2,43 m2(5x9),22680414,28/04/2025,4,Sổ đỏ,4,"Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",Mua bán nhà đất,https://mogi.vn,0917831531,Gửi tin nhắn,13 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Hoàng Hoa Thám",https://mogi.vn/quan-ba-dinh/mua-nha-hem-ngo/nha-5t-can-goc-ngo-hoang-hoa-tham-ngoc-ha-oto-5-ta-do-cua-ngo-hon-3m-k-id22680414
50 m2,"45 m2(3,5x13,4)",22676822,28/04/2025,4,Sổ đỏ,4,"Trần Đại Nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Mua bán nhà đất,https://mogi.vn,0917831531,Gửi tin nhắn,12 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Trần Đại Nghĩa",https://mogi.vn/quan-hai-ba-trung/mua-nha-hem-ngo/chi-12-5-ty-ma-nha-p-lo-pho-tran-dai-nghia-ngo-5m-oto-do-dt-47m-id22676822
40 m2,"36,6 m2(3,68x10)",22677784,28/04/2025,3,Sổ đỏ,4,"Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Mua bán nhà đất,https://mogi.vn,0917831531,Gửi tin nhắn,7 tỷ 350 triệu,"Bán Nhà hẻm, ngõ Khương Thượng",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/can-goc-4t-ngo-khuong-thuong-ngo-thong-2-5m-kd-tot-cach-oto-80m-id22677784
48 m2,"42,3 m2(3,26x13)",22681424,28/04/2025,4,Sổ đỏ,6,"Trường Chinh, Phường Phương Mai, Quận Đống Đa, Hà Nội",Mua bán nhà đất,https://mogi.vn,0917831531,Gửi tin nhắn,16 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Trường Chinh",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/p-lo-5t-dep-via-he-oto-tranh-kd-102-truong-chinh-91-luong-dinh-cua-id22681424
55 m2,"55 m2(5,2x10,5)",22681780,28/04/2025,4,Sổ đỏ,5,"Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984291948,Gửi tin nhắn,1 tỷ 900 triệu,"Bán Biệt thự, liền kề Hoàng Văn Thái",https://mogi.vn/quan-thanh-xuan/mua-nha-biet-thu-lien-ke/ban-nha-hoang-van-thai-phan-lo-can-bo-so-do-vuong-55m-gia-19-ty-id22681780
43 m2,"43 m2(3,8x11,4)",22681789,28/04/2025,3,Sổ đỏ,4,"Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984291948,Gửi tin nhắn,13 tỷ 800 triệu,"Bán Nhà hẻm, ngõ Hào Nam",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/ban-nha-hao-nam-phan-lo-o-to-tranh-kinh-doanh-tuong-lai-mat-pho-id22681789
,"65 m2(5,5x12)",22681792,28/04/2025,2,Sổ đỏ,2,"Nguyễn Khoái, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",Mua bán nhà đất,https://mogi.vn,0909871085,Gửi tin nhắn,6 tỷ 900 triệu,"Bán Nhà hẻm, ngõ Nguyễn Khoái",https://mogi.vn/quan-hoang-mai/mua-nha-hem-ngo/can-goc-2-thoang-pho-nguyen-khoai-65m2-gia-6-9-ty-o-to-do-gan-id22681792
"52,7 m2","52,7 m2(4x13)",22681652,28/04/2025,,Sổ đỏ,,"Quốc lộ 21B, Xã Tân Ước, Huyện Thanh Oai, Hà Nội",Mua bán nhà đất,https://mogi.vn,0974652795,Gửi tin nhắn,2 tỷ 300 triệu,Bán Đất thổ cư Quốc lộ 21B,https://mogi.vn/huyen-thanh-oai/mua-dat-tho-cu/chinh-chu-gui-ban-manh-dat-tai-que-son-tan-uoc-52-7m2-2-ty-300tr-id22681652
35 m2,"35 m2(3,1x11)",22681766,28/04/2025,10,Sổ đỏ,9,"Đại Linh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Mua bán nhà đất,https://mogi.vn,0877246555,Gửi tin nhắn,8 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Đại Linh",https://mogi.vn/quan-nam-tu-liem/mua-nha-hem-ngo/8-5-ty-ban-nha-dai-linh-nam-tu-liem-6-tang-thang-may-vua-o-id22681766
"41,5 m2","38,2 m2(2,2x18)",22676087,27/04/2025,2,Sổ đỏ,2,"Nguyễn Đình Tứ, Phường Đức Thắng, Quận Bắc Từ Liêm, Hà Nội",Mua bán nhà đất,https://mogi.vn,0989277537,Gửi tin nhắn,4 tỷ 970 triệu,"Bán Nhà hẻm, ngõ Nguyễn Đình Tứ",https://mogi.vn/quan-bac-tu-liem/mua-nha-hem-ngo/ban-nha-pho-vien-2-mat-ngo-o-to-do-cua-nha-id22676087
,39 m2(3x13),22679754,27/04/2025,4,Sổ đỏ,6,"Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Mua bán nhà đất,https://mogi.vn,0917831531,Gửi tin nhắn,9 tỷ 600 triệu,"Bán Nhà hẻm, ngõ Tôn Thất Tùng",https://mogi.vn/quan-dong-da/mua-nha-hem-ngo/can-goc-5t-hai-mat-ngo-pho-ton-that-tung-dai-hoc-y-ngo-thong-kd-tot-id22679754
65 m2,"65 m2(9,83x5,7)",22681467,27/04/2025,,Sổ đỏ,,"Quốc lộ 6, Xã Đông Phương Yên, Huyện Chương Mỹ, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987282011,Gửi tin nhắn,1 tỷ,Bán Đất thổ cư Quốc lộ 6,https://mogi.vn/huyen-chuong-my/mua-dat-tho-cu/e-co-hai-lo-dat-can-ban-nhanh-a-nhinh-ty-65m-va-54m-xa-dong-id22681467
74 m2,"74 m2(4,17x17,15)",22681451,27/04/2025,,Sổ đỏ,,"Quốc lộ 6, Thị trấn Xuân Mai, Huyện Chương Mỹ, Hà Nội",Mua bán nhà đất,https://mogi.vn,0987282011,Gửi tin nhắn,2 tỷ,Bán Đất thổ cư Quốc lộ 6,https://mogi.vn/huyen-chuong-my/mua-dat-tho-cu/em-can-ban-gap-so-vua-ve-nong-tay-3-lo-o-to-tai-tai-tien-truong-id22681451
72 m2,71 m2(5x14),22681493,27/04/2025,4,Sổ đỏ,2,"Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Mua bán nhà đất,https://mogi.vn,0942544198,Gửi tin nhắn,11 tỷ 700 triệu,"Bán Nhà mặt tiền, phố Lê Đức Thọ",https://mogi.vn/quan-nam-tu-liem/mua-nha-mat-tien-pho/ban-nha-71m-4-ngu-o-to-vao-nha-view-thoang-vinh-vien-my-dinh-id22681493
,61 m2(4x15),22681488,27/04/2025,4,Sổ đỏ,6,"Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Mua bán nhà đất,https://mogi.vn,0942544198,Gửi tin nhắn,12 tỷ 800 triệu,"Bán Nhà mặt tiền, phố Mỹ Đình",https://mogi.vn/quan-nam-tu-liem/mua-nha-mat-tien-pho/ban-nha-dep-my-dinh-phan-lo-2-o-to-tranh-kinh-doanh-dinh-id22681488
,4040 m2(4x10),22681481,27/04/2025,3,Sổ đỏ,4,"Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Mua bán nhà đất,https://mogi.vn,0942544198,Gửi tin nhắn,14 tỷ 850 triệu,"Bán Nhà mặt tiền, phố Lê Đức Thọ",https://mogi.vn/quan-nam-tu-liem/mua-nha-mat-tien-pho/ban-nha-mat-pho-nga-tu-le-duc-tho-nguyen-hoang-40m2-id22681481
120 m2,30 m2(35x85),22681188,26/04/2025,3,Sổ hồng,3,"Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0969358245-chu-manh-dong-uid12048468,0969358245,CHU MẠNH ĐỒNG,5 tỷ,"Bán Nhà hẻm, ngõ Ngọc Thụy",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-ngoc-thuy-30m2-x-4-tang-gan-cong-vien-gia-5-ty-id22681188
160 m2,40 m2(35x10),22681189,26/04/2025,4,Sổ hồng,3,"Bát Khối, Phường Long Biên, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0969358245-chu-manh-dong-uid12048468,0969358245,CHU MẠNH ĐỒNG,7 tỷ 500 triệu,"Bán Nhà hẻm, ngõ Bát Khối",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/bat-nha-40m2-x-4t-pho-bat-khoi-kinh-doanh-cho-thue-gia-7-5-ty-id22681189
230 m2,46 m2(35x12),22681191,26/04/2025,4,Sổ hồng,4,"Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0969358245-chu-manh-dong-uid12048468,0969358245,CHU MẠNH ĐỒNG,14 tỷ,"Bán Nhà hẻm, ngõ Ngọc Lâm",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/nha-ngoc-lam-46m2-x-5t-o-to-tranh-khu-phan-lo-ngo-thong-kd-gia-14ty-id22681191
228 m2,38 m2(44x9),22681193,26/04/2025,5,Sổ hồng,5,"Bát Khối, Phường Long Biên, Quận Long Biên, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0969358245-chu-manh-dong-uid12048468,0969358245,CHU MẠNH ĐỒNG,9 tỷ 249 triệu,"Bán Nhà hẻm, ngõ Bát Khối",https://mogi.vn/quan-long-bien/mua-nha-hem-ngo/ban-nha-bat-khoi-38m2-x-6-tang-thang-may-o-to-vao-nha-gia-9-25-ty-id22681193
60 m2,"58 m2(10,2x6)",22681255,26/04/2025,,Sổ đỏ,,"Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Mua bán nhà đất,https://mogi.vn/moi-gioi/0845321888-dao-thang-uid12242632,0845321888,Đào Thắng,11 tỷ 200 triệu,Bán Đất thổ cư Bằng Liệt,https://mogi.vn/quan-hoang-mai/mua-dat-tho-cu/ban-dat-bang-liet-linh-dam-o-to-do-cua-60m2-nhinh-11-ty-id22681255
60 m2,,22681253,26/04/2025,1,Sổ đỏ,2,"Nguyễn Quý Đức, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",Mua bán nhà đất,https://mogi.vn,0946760383,Gửi tin nhắn,2 tỷ 600 triệu,"Bán Căn hộ tập thể, cư xá Nguyễn Quý Đức",https://mogi.vn/quan-thanh-xuan/mua-can-ho-tap-the-cu-xa/chinh-chu-ban-can-ho-tap-the-thanh-xuan-bac-can-60-m2-id22681253
110 m2,110 m2(5x22),22681299,26/04/2025,5,Sổ đỏ,7,"Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Mua bán nhà đất,https://mogi.vn,0984291948,Gửi tin nhắn,29 tỷ,"Bán Biệt thự, liền kề Tây Sơn",https://mogi.vn/quan-dong-da/mua-nha-biet-thu-lien-ke/ban-nha-tay-son-dong-da-o-to-tranh-toa-nha-van-phong-110m-30m-id22681299
94 m2,,22681303,26/04/2025,2,Sổ đỏ,3,"Lĩnh Nam, Phường Mai Động, Quận Hoàng Mai, Hà Nội",Mua bán nhà đất,https://mogi.vn,0844991994,Gửi tin nhắn,6 tỷ 800 triệu,Bán Chung cư Sunshine Garden,https://mogi.vn/quan-hoang-mai/mua-can-ho-chung-cu/sunshine-garden-ban-can-ho-3-ngu-94m2-id22681303
78 m2,,22681310,26/04/2025,2,Sổ đỏ,2,"Lĩnh Nam, Phường Mai Động, Quận Hoàng Mai, Hà Nội",Mua bán nhà đất,https://mogi.vn,0844991994,Gửi tin nhắn,6 tỷ 200 triệu,Bán Chung cư Sunshine Garden,https://mogi.vn/quan-hoang-mai/mua-can-ho-chung-cu/sunshine-garden-quy-can-2-ngu-78m2-id22681310
